WKT,Area
"POLYGON ((1.2253508773705 52.5900813985387,1.22885370399645 52.5711054819488,1.21779260804473 52.5634938481328,1.18893576305509 52.5599204348522,1.18214741357269 52.5624386362122,1.1848137588621 52.5650431020255,1.21440274587222 52.5939204271233,1.2253508773705 52.5900813985387))",East Carleton
"POLYGON ((0.951862773117764 52.4549019880971,0.962769924716064 52.4333594103149,0.960166689842054 52.4192602891526,0.959528844925166 52.418872474724,0.942850877158153 52.4169023650585,0.920294270235786 52.4088619902102,0.885637109452613 52.4122996617697,0.906481424517991 52.4461894453206,0.909255916774738 52.4462567896073,0.944252538667097 52.4577408299645,0.951862773117764 52.4549019880971))",East Harling
"POLYGON ((0.812077298245119 52.8002090005449,0.811210579076405 52.7785192289539,0.785740301242719 52.7878041535884,0.787022650205241 52.8006253129614,0.793139876041917 52.8065206320261,0.812077298245119 52.8002090005449))",East Raynham
"POLYGON ((0.740190194538591 52.8117114353042,0.72873781734261 52.7977461461317,0.704158893072845 52.8171989921073,0.696001558378674 52.8406749525245,0.724001159073363 52.8291933901515,0.740190194538591 52.8117114353042))",East Rudham
"POLYGON ((1.29123181269312 52.9344518983899,1.27844147886567 52.9209218897888,1.26701284764442 52.9189648683933,1.254293244085 52.9244388821983,1.25918675686347 52.9400890827104,1.26183745918221 52.9396924143526,1.26440700091277 52.9393140406429,1.26833748116053 52.9387442790377,1.27100394045082 52.9383015430475,1.27244749590157 52.9379232364198,1.27320356222058 52.9377485189641,1.27489479551274 52.937209478549,1.2769025872272 52.9368155522378,1.27916914672772 52.9364759952102,1.28102669140506 52.9361169243166,1.28428420905452 52.9354113490137,1.28776356338918 52.9349457404353,1.28972262337436 52.9345837171004,1.29123181269312 52.9344518983899))",East Runton
"POLYGON ((1.49617617061849 52.8105726952282,1.50610967436767 52.8101334213279,1.51550470409303 52.8062571100083,1.51707872593762 52.8012416199254,1.52208133087868 52.7912351792737,1.51659304949416 52.7901016048135,1.50897082877917 52.7905918507071,1.49062031752855 52.7792130377027,1.48004851090122 52.782712005783,1.46358006922839 52.7881596032303,1.46455976170153 52.8045688867877,1.48073250490214 52.8110708879506,1.49617617061849 52.8105726952282))",East Ruston
"POLYGON ((1.09330740757813 52.6506218528037,1.08558996016442 52.6419164866436,1.07716968131777 52.6420928271033,1.07244910811557 52.6427380389489,1.05472552369095 52.6552721328695,1.05442835022587 52.6604270567338,1.05771713720386 52.6660383011562,1.08983199290408 52.6698576231198,1.09330740757813 52.6506218528037))",East Tuddenham
"POLYGON ((0.611370811285703 52.7239682627101,0.60596549226568 52.7026628896907,0.572059924062442 52.7015091645629,0.560621102883867 52.7073472837872,0.554359118627278 52.7251133702711,0.560327790717068 52.7263018560554,0.611370811285703 52.7239682627101))",East Walton
"POLYGON ((0.53794795956906 52.7301872645539,0.539935046874769 52.7288248583873,0.504298140111648 52.6865735855909,0.502823602177634 52.6864707193535,0.486932046412118 52.7123408258252,0.486463089477502 52.7289422191801,0.498971608026142 52.7321651412403,0.53794795956906 52.7301872645539))",East Winch
"POLYGON ((1.1746851283648 52.6599128865151,1.17638847153567 52.6544349415949,1.18191141398704 52.652018330655,1.18664664187932 52.649465098008,1.1921686645599 52.6423396056299,1.17399705137272 52.6459620880585,1.16929656404535 52.6434675659916,1.13633242680939 52.6486658177249,1.13163024152407 52.6565260776697,1.13703650958764 52.6682968863574,1.17545899020417 52.6675679036078,1.17704351925249 52.6675375721654,1.17067962802671 52.6647197332591,1.1746851283648 52.6599128865151))",Easton
"POLYGON ((1.58706478965821 52.7996642518106,1.58459832064549 52.7978101875624,1.55541635315038 52.8040236458499,1.55424395370744 52.8048560104708,1.55834791341565 52.8133712108751,1.55894992826472 52.8130514763278,1.55959457462899 52.8128287636202,1.55985219363359 52.8127027796312,1.55989368192755 52.8126655569813,1.56003882268316 52.8126252218488,1.5603899346828 52.8123808282224,1.56119799931565 52.8119158410942,1.56131425577764 52.8118853662011,1.56194302096949 52.8115876557328,1.5628523768727 52.8112725154091,1.56342923776008 52.8110662989295,1.56496583119346 52.8104354772146,1.56578115612638 52.8100601816388,1.56677046884512 52.8096346745373,1.56858322855442 52.8087526507042,1.57152590930396 52.80717098809,1.57165695063789 52.8071400573501,1.57231297585848 52.8068144858902,1.57404043264782 52.8058000321226,1.57418185497193 52.8057148199455,1.57472382081632 52.805446638961,1.57490891857758 52.8053511145795,1.57704187333251 52.8043963401951,1.57709814346759 52.8043586651548,1.5775690012969 52.8041285933994,1.57778443300979 52.8040411431561,1.57782589777682 52.8040039145949,1.57869357279285 52.8035459983475,1.57887717956254 52.8034325239607,1.58438386845145 52.8015777418701,1.58522351000564 52.8015523503141,1.58586633123482 52.8016923298047,1.58626515095503 52.8017440344596,1.58635570246092 52.8015659294804,1.58638340649293 52.8006244934382,1.58672590900269 52.799992379896,1.58706478965821 52.7996642518106))",Eccles
"POLYGON ((0.975143620634977 52.5027078883599,0.983999868590861 52.4988079996083,0.988246073859179 52.4936022109632,0.973694990588996 52.4598148662456,0.951862773117764 52.4549019880971,0.944252538667097 52.4577408299645,0.941777943925958 52.4583427504926,0.942028749906137 52.4624633786087,0.945538159458714 52.4676540958189,0.955260847920998 52.4674487265544,0.96311429103917 52.4690794914283,0.966505443523323 52.4750138973371,0.956898632305585 52.4844475769531,0.967481463759634 52.5000785416575,0.971973059041081 52.5028337980041,0.975143620634977 52.5027078883599))",Eccles Road
"POLYGON ((1.13851335801861 52.8744801136247,1.13881631023244 52.8743074405505,1.14048206613729 52.8609608049612,1.14297118067362 52.8576515832706,1.14273625631344 52.8488255136559,1.11986009630971 52.8403449915053,1.11326019541588 52.8384639313103,1.10139028030311 52.8350794972051,1.0935057618566 52.8371290245093,1.08488294500353 52.8601866760519,1.08653679719547 52.8614178725646,1.09948612128064 52.8829642672793,1.13851335801861 52.8744801136247))",Edgefield
"POLYGON ((1.46431656742365 52.8403610055994,1.45462421501036 52.8366240280399,1.4476155096518 52.8277389416038,1.43620733895584 52.825740663463,1.41948968129802 52.8366402528622,1.41847666867293 52.8414968150955,1.43265650806163 52.8519240562133,1.45413149495611 52.8524032491135,1.45926769432657 52.8479338987602,1.46431656742365 52.8403610055994))",Edingthorpe
"POLYGON ((1.61506024948141 52.4426782398473,1.61298015277971 52.4394177400311,1.60870123813462 52.4358903180527,1.60468178479744 52.4359246575115,1.61212649701838 52.4158027671422,1.59078508650053 52.409683061541,1.57245363104309 52.4137431894898,1.58915458671563 52.437847846765,1.58056757365465 52.4416832648333,1.5927958978136 52.4435366347582,1.61506024948141 52.4426782398473))",Ellough
"POLYGON ((0.183301018977283 52.639846554282,0.181961000487422 52.6405640000557,0.17335437082765 52.6473926585895,0.182713018324031 52.6495332979678,0.186669058443069 52.652259192078,0.183301018977283 52.639846554282))",Elm
"POLYGON ((1.05321632048656 52.7114068198761,1.03432855986168 52.6960977731455,1.01660687455218 52.7020763895783,1.01373294243795 52.7120431341785,1.00738306532434 52.7205256889265,1.00491207050598 52.7268966543048,1.01143386823874 52.7318685149041,1.04316082313042 52.7329100416491,1.0471466904135 52.7162241174894,1.05321632048656 52.7114068198761))",Elsing
"POLYGON ((0.670853700227873 52.4036237003304,0.663299999888068 52.4095400004441,0.676465084578305 52.4198701320769,0.690949574632387 52.4196526898637,0.713962832269427 52.3971149269031,0.713485079826413 52.3937198113305,0.71034129940058 52.3944112000349,0.6828753999278 52.397971800813,0.670853700227873 52.4036237003304))",Elveden
"POLYGON ((0.223998013348234 52.659476161093,0.223611632805815 52.6414891421335,0.219362511227393 52.6295703590753,0.212676784310152 52.6251237237407,0.205307000788055 52.6284790005077,0.193634000487341 52.6343130007827,0.183301018977283 52.639846554282,0.186669058443069 52.652259192078,0.206389302210448 52.6664567617695,0.210326026309189 52.6692894739263,0.223998013348234 52.659476161093))",Emneth
"POLYGON ((0.296931014536536 52.6421068860864,0.27896693383247 52.6252047728662,0.223611632805815 52.6414891421335,0.223998013348234 52.659476161093,0.296931014536536 52.6421068860864))",Emneth Hungate
"POLYGON ((1.27806697579917 52.8489230558505,1.27002159269985 52.8299416179687,1.2456868111098 52.8298938537501,1.22857269995003 52.8246575134575,1.21597209493465 52.8253178802211,1.20746429629634 52.8410359426388,1.24239018834009 52.8499439045647,1.24252010977685 52.8500390457068,1.2477849262805 52.8509882385783,1.27806697579917 52.8489230558505))",Erpingham
"POLYGON ((0.801847984671514 52.3891250099693,0.796740900182575 52.3902220001088,0.786336200642841 52.3841453004294,0.779364400638499 52.3867619999838,0.772788300502496 52.3857129004923,0.772416573424269 52.3859714657458,0.775129239669383 52.3954997219299,0.775859297728783 52.3980633000876,0.787987782019997 52.4013615064242,0.801847984671514 52.3891250099693))",Euston
"POLYGON ((1.17464753973425 52.329696125345,1.16843120073072 52.3087739874078,1.1508239518135 52.3052158503743,1.12641158573163 52.3157375454621,1.13260155426902 52.3303116372337,1.14852019823561 52.3334381337278,1.17464753973425 52.329696125345))",Eye
"POLYGON ((0.886595979700721 52.8326746119787,0.880776626198215 52.8199001201925,0.875397645914983 52.8148351450187,0.864047498357781 52.8152515833733,0.83219618238654 52.8362644742258,0.843942260230117 52.8497711999305,0.866250020959921 52.8502999434588,0.886595979700721 52.8326746119787))",Fakenham
"POLYGON ((1.29966379504679 52.9084952160131,1.29824730841528 52.8966171625616,1.28434437019663 52.8938750464455,1.26282434619052 52.9028112654408,1.26701284764442 52.9189648683933,1.27844147886567 52.9209218897888,1.30031562881203 52.9139586597871,1.29966379504679 52.9084952160131))",Felbrigg
"POLYGON ((1.35547883084129 52.8293693433469,1.36480116251334 52.8062329762747,1.34753183185718 52.7984280353067,1.32861917882176 52.7987377436912,1.31302141751833 52.8111248635174,1.31635611685079 52.8202068589662,1.31854231548591 52.826158684934,1.32253887399024 52.8295175977377,1.32816633270394 52.8314545752363,1.35547883084129 52.8293693433469))",Felmingham
"POLYGON ((1.24307019804315 52.7171876714275,1.24283906057888 52.7164683041756,1.22847458913246 52.706132443362,1.23000734043221 52.6910160282656,1.21705248494399 52.696136676968,1.21038502357128 52.6970789666815,1.20012119219986 52.6959012438154,1.19691960313354 52.7004964747671,1.18011633169048 52.7010221182937,1.17534140883617 52.7125803115223,1.18190179481724 52.7218006376958,1.21495746419268 52.7259038715959,1.2191252899568 52.7280971887901,1.22205253354332 52.7296374291967,1.23049630003206 52.7303978182723,1.23959039988335 52.7195310681528,1.24307019804315 52.7171876714275))",Felthorpe
"POLYGON ((0.538197836160778 52.5044949934737,0.576887288635586 52.4891506138039,0.575779890295254 52.4873030905067,0.461058603400282 52.454178906216,0.451075147740848 52.5033665205294,0.454473065760938 52.5074049508744,0.538197836160778 52.5044949934737))",Feltwell
"POLYGON ((1.06087752898233 52.417894296444,1.05566217592351 52.4052413571621,1.02641911541273 52.3856669190675,1.01280671620971 52.4026616027175,1.01158472057142 52.4177179959519,1.03072801713363 52.4274981474968,1.0448565435904 52.4273741712143,1.06087752898233 52.417894296444))",Fersfield
"POLYGON ((1.00148540809848 52.9019629309017,0.976190440939537 52.9003228861648,0.96290751492299 52.9090131518712,0.969511633050782 52.9208454505199,0.992175263861751 52.922049907596,1.00148540809848 52.9019629309017))",Field Dalling
"POLYGON ((1.67635627467067 52.6632907416921,1.67677086313825 52.6628354854213,1.68683587482035 52.6584592964561,1.67854975186987 52.6489643319018,1.64950557178659 52.65461077722,1.63326386822013 52.6645089528629,1.63723468111069 52.6700952788158,1.64250594240886 52.6694020051745,1.65095521120023 52.6722714069922,1.67635627467067 52.6632907416921))",Filby
"POLYGON ((0.514409019537256 52.6386825355473,0.498459345846434 52.6096801758798,0.488326101525581 52.6076236431127,0.463121289921852 52.6304167279204,0.472921264929999 52.6382068036417,0.50404807249709 52.6437114650121,0.514409019537256 52.6386825355473))",Fincham
"POLYGON ((1.64105857059078 52.6773733432995,1.64122600155003 52.6757088237692,1.63723468111069 52.6700952788158,1.63326386822013 52.6645089528629,1.62888618720207 52.6598365493165,1.62507111160864 52.6571842327821,1.61953034498668 52.6568436185036,1.61574872167644 52.6584539866397,1.61020198940967 52.6510689579942,1.59052282941414 52.6507472634406,1.59632065520662 52.6686858830238,1.6037455146591 52.668777496417,1.60560188184056 52.6817153424212,1.64105857059078 52.6773733432995))",Fleggburgh
"POLYGON ((0.609130306911763 52.8012100673255,0.607746693379092 52.7927692131002,0.603542624498619 52.7869230408721,0.538248102638927 52.8125514159211,0.541380804617344 52.8212378584766,0.556860684110612 52.8343416569831,0.609130306911763 52.8012100673255))",Flitcham
"POLYGON ((1.42985181779324 52.4311496829138,1.43139367085661 52.4296849031868,1.42337566442846 52.4182093791736,1.42252023882537 52.4177534404186,1.38786277050263 52.4183206222664,1.38291717066025 52.4195997259339,1.37431319926754 52.4300805126684,1.4048162029655 52.4416593699825,1.42985181779324 52.4311496829138))",Flixton
"POLYGON ((1.24316406221039 52.5330597838331,1.22038840941256 52.5186464966026,1.20677865660514 52.5388930471023,1.23772513318609 52.5439397984138,1.24221444406016 52.5372170580493,1.24316406221039 52.5330597838331))",Flordon
"POLYGON ((0.419440220965801 52.5847711819946,0.436068275965111 52.5609658732254,0.361757526823791 52.565696829646,0.345813469240801 52.5719317079763,0.412843123448184 52.5860398522156,0.419440220965801 52.5847711819946))",Fordham
"POLYGON ((1.1695669444426 52.5030227743479,1.16949931461961 52.4978460508213,1.16173370206854 52.4879035367983,1.15804385654672 52.4866812911006,1.1349411366041 52.4945903082094,1.13305802263377 52.5104367212932,1.1695669444426 52.5030227743479))",Forncett End
"POLYGON ((1.20051420260849 52.5111179244662,1.20609008455777 52.4937935059656,1.16949931461961 52.4978460508213,1.1695669444426 52.5030227743479,1.17911138607886 52.5139957775198,1.18500342432872 52.5147445585295,1.20051420260849 52.5111179244662))",Forncett St Mary
"POLYGON ((1.20609008455777 52.4937935059656,1.20797854729353 52.4921469172854,1.1903097622607 52.4798108481098,1.16173370206854 52.4879035367983,1.16949931461961 52.4978460508213,1.20609008455777 52.4937935059656))",Forncett St Peter
"POLYGON ((0.650421673077945 52.5502993395583,0.633426826147198 52.5403077035451,0.617035100808172 52.5387101455961,0.567038699361685 52.5618928399626,0.567122920903454 52.5625935699908,0.591292623664711 52.5739312661382,0.643082302904694 52.5767497707655,0.650421673077945 52.5502993395583))",Foulden
"POLYGON ((1.0182843802022 52.8032868562272,1.03340079536355 52.7836428354068,1.0207485106875 52.7682390292793,1.01779117314906 52.7680998964823,1.00553102718636 52.772401719705,1.00326604864327 52.777305097923,1.00277081278087 52.7776188535954,0.992634730413785 52.7956495201102,1.01515809618077 52.803529269025,1.0182843802022 52.8032868562272))",Foulsham
